PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,LINE,TEMP_CORRECTED,TEMP_SENSOR,TEMP_THERMOMETER,TEMPERATURE
8/23/2016,1000001,NLA12_MS-116,5-Jun-12,1,MS,PROF,0,,,,
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,PROF,5,,,,16.74
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,PROF,0,,,,
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,PROF,4,,,,21.69
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,PROF,7,,,,28.16
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,CALIB,0,,,,
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,PROF,1,,,,28
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,PROF,6,,,,15.41
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,PROF,2,,,,26.45
8/23/2016,1000010,NLA12_MS-R03,6-Jun-12,1,MS,PROF,3,,,,24.47
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,0,,,,
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,CALIB,0,,,,
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,5,,,,19.1
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,40,,,,28.68
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,1,,,,28.64
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,2,,,,28.16
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,7,,,,16.24
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,4,,,,23.71
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,6,,,,16.66
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,3,,,,27.41
8/23/2016,1000011,NLA12_MS-119,7-Jun-12,1,MS,PROF,8,,,,28.68
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,13,,,,7.28
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,2,,,,24.14
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,5,,,,16.12
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,9,,,,8.75
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,1,,,,24.23
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,8,,,,9.17
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,4,,,,19.79
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,3,,,,22.19
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,0,,,,
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,10,,,,8.28
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,7,,,,10.41
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,6,,,,12.44
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,12,,,,7.59
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,16,,,,7.03
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,11,,,,7.96
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,14,,,,7.12
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,40,,,,24.07
8/23/2016,1000013,NLA12_VT-101,18-Jun-12,1,VT,PROF,15,,,,7.04
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,CALIB,0,,23,23,23
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,6,,,,24.8
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,9,,,,15.3
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,0,,,,
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,2,,,,30.2
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,8,,,,16.6
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,1,,,,30.2
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,4,,,,30.2
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,7,,,,19
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,11,,,,14.1
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,10,,,,14.5
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,3,,,,30.2
8/23/2016,1000014,NLA12_TX-141,18-Jun-12,1,TX,PROF,5,,,,28.5
8/23/2016,1000015,NLA12_TX-169,19-Jun-12,1,TX,PROF,0,,,,
8/23/2016,1000015,NLA12_TX-169,19-Jun-12,1,TX,PROF,5,,,,30.2
8/23/2016,1000015,NLA12_TX-169,19-Jun-12,1,TX,PROF,1,,,,30.1
8/23/2016,1000015,NLA12_TX-169,19-Jun-12,1,TX,CALIB,0,,23,23,23
8/23/2016,1000015,NLA12_TX-169,19-Jun-12,1,TX,PROF,4,,,,30.1
8/23/2016,1000015,NLA12_TX-169,19-Jun-12,1,TX,PROF,3,,,,30.2
8/23/2016,1000015,NLA12_TX-169,19-Jun-12,1,TX,PROF,6,,,,30.2
8/23/2016,1000015,NLA12_TX-169,19-Jun-12,1,TX,PROF,2,,,,30.2
8/23/2016,1000016,NLA12_OR-133,20-Jun-12,1,OR,PROF,1,,,,17.5
8/23/2016,1000016,NLA12_OR-133,20-Jun-12,1,OR,PROF,4,,,,17
8/23/2016,1000016,NLA12_OR-133,20-Jun-12,1,OR,CALIB,0,,,,
8/23/2016,1000016,NLA12_OR-133,20-Jun-12,1,OR,PROF,0,,,,
8/23/2016,1000016,NLA12_OR-133,20-Jun-12,1,OR,PROF,6,,,,16.2
8/23/2016,1000016,NLA12_OR-133,20-Jun-12,1,OR,PROF,3,,,,17.3
8/23/2016,1000016,NLA12_OR-133,20-Jun-12,1,OR,PROF,5,,,,16.4
8/23/2016,1000016,NLA12_OR-133,20-Jun-12,1,OR,PROF,2,,,,17.4
8/23/2016,1000017,NLA12_OR-131,21-Jun-12,1,OR,CALIB,0,,,,
8/23/2016,1000017,NLA12_OR-131,21-Jun-12,1,OR,PROF,4,,,,17.4
8/23/2016,1000017,NLA12_OR-131,21-Jun-12,1,OR,PROF,2,,,,19
8/23/2016,1000017,NLA12_OR-131,21-Jun-12,1,OR,PROF,1,,,,20.3
8/23/2016,1000017,NLA12_OR-131,21-Jun-12,1,OR,PROF,3,,,,18.7
8/23/2016,1000017,NLA12_OR-131,21-Jun-12,1,OR,PROF,0,Y,,,
8/23/2016,1000017,NLA12_OR-131,21-Jun-12,1,OR,PROF,5,,,,20.5
8/23/2016,1000018,NLA12_TX-158,24-Jun-12,1,TX,PROF,1,,,,29.7
8/23/2016,1000018,NLA12_TX-158,24-Jun-12,1,TX,CALIB,0,,23.1,23.1,
8/23/2016,1000018,NLA12_TX-158,24-Jun-12,1,TX,PROF,0,Y,,,
8/23/2016,1000018,NLA12_TX-158,24-Jun-12,1,TX,PROF,4,,,,29.7
8/23/2016,1000018,NLA12_TX-158,24-Jun-12,1,TX,PROF,3,,,,29.7
8/23/2016,1000018,NLA12_TX-158,24-Jun-12,1,TX,PROF,2,,,,29.7
8/23/2016,1000019,NLA12_ID-107,25-Jun-12,1,ID,PROF,4,,,,19.83
8/23/2016,1000019,NLA12_ID-107,25-Jun-12,1,ID,CALIB,0,,20,20,
8/23/2016,1000019,NLA12_ID-107,25-Jun-12,1,ID,PROF,5,,,,19.28
8/23/2016,1000019,NLA12_ID-107,25-Jun-12,1,ID,PROF,3,,,,19.82
8/23/2016,1000019,NLA12_ID-107,25-Jun-12,1,ID,PROF,2,,,,19.17
8/23/2016,1000019,NLA12_ID-107,25-Jun-12,1,ID,PROF,1,,,,19.85
8/23/2016,1000019,NLA12_ID-107,25-Jun-12,1,ID,PROF,0,C,,,
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,13,,,,8.49
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,9,,,,12.57
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,12,,,,9.01
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,10,,,,10.46
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,14,,,,8.32
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,6,,,,21.34
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,11,,,,9.58
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,2,,,,22.25
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,8,,,,14.44
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,40,,,,22.14
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,5,,,,21.62
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,CALIB,0,,,,
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,0,Y,,,
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,7,,,,17.13
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,3,,,,22.27
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,1,,,,22.27
8/23/2016,1000020,NLA12_VT-102,26-Jun-12,1,VT,PROF,4,,,,22.26
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,PROF,0,Y,,,
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,PROF,7,,,,17.4
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,PROF,5,,,,16.25
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,PROF,4,,,,16.71
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,CALIB,0,,,,
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,PROF,2,,,,16.95
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,PROF,6,,,,16.16
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,PROF,1,,,,17.95
8/23/2016,1000021,NLA12_OR-101,26-Jun-12,1,OR,PROF,3,,,,16.8
8/23/2016,1000022,NLA12_TX-135,26-Jun-12,1,TX,PROF,0,Y,,,
8/23/2016,1000022,NLA12_TX-135,26-Jun-12,1,TX,PROF,3,,,,29.9
8/23/2016,1000022,NLA12_TX-135,26-Jun-12,1,TX,PROF,40,,,,31.3
8/23/2016,1000022,NLA12_TX-135,26-Jun-12,1,TX,CALIB,0,,23.1,23.1,
8/23/2016,1000022,NLA12_TX-135,26-Jun-12,1,TX,PROF,2,,,,30.8
8/23/2016,1000022,NLA12_TX-135,26-Jun-12,1,TX,PROF,1,,,,31
8/23/2016,1000022,NLA12_TX-135,26-Jun-12,1,TX,PROF,4,,,,31.3
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,3,,,,24.6
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,2,,,,24.8
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,6,,,,24.4
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,1,,,,24.8
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,7,,,,24.3
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,9,,,,23.9
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,0,Y,,,
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,10,,,,23.8
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,5,,,,24.5
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,CALIB,0,,21.7,21.7,
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,4,,,,24.5
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,8,,,,24
8/23/2016,1000024,,,,,PROF,0,,,,
8/23/2016,1000024,,,,,PROF,1,,,,22.83
8/23/2016,1000024,,,,,PROF,2,,,,22.83
8/23/2016,1000024,,,,,PROF,3,,,,22.54
8/23/2016,1000024,,,,,PROF,4,,,,21.32
8/23/2016,1000024,,,,,PROF,40,,,,22.88
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,2,,,,16.91
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,0,C,,,
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,4,,,,20.72
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,CALIB,0,,,,
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,40,,,,20.72
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,1,,,,20.88
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,5,,,,17.35
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,3,,,,17.75
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,4,,,,28.5
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,7,,,,26.5
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,0,Y,,,
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,CALIB,0,,23.1,23.1,
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,1,,,,30.3
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,8,,,,26.4
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,3,,,,30.4
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,12,,,,30.3
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,10,,,,26.2
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,11,,,,26.1
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,5,,,,27.4
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,2,,,,30.4
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,6,,,,26.6
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,40,,,,30.3
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,9,,,,26.3
8/23/2016,1000027,,,,,PROF,0,,,,
8/23/2016,1000027,,,,,PROF,1,,,,18.54
8/23/2016,1000027,,,,,PROF,2,,,,17.83
8/23/2016,1000027,,,,,PROF,3,,,,16.8
8/23/2016,1000027,,,,,PROF,4,,,,11.84
8/23/2016,1000027,,,,,PROF,5,,,,9.04
8/23/2016,1000027,,,,,PROF,6,,,,7.64
8/23/2016,1000027,,,,,PROF,7,,,,7.03
8/23/2016,1000027,,,,,PROF,40,,,,18.79
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,8,,,,21.9
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,6,,,,23.8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,12,,,,10.4
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,10,,,,13.6
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,9,,,,16.2
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,0,,,,
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,7,,,,23.8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,11,,,,11.8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,4,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,2,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,20,,,,7.9
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,16,,,,8.5
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,15,,,,8.9
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,3,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,1,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,5,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,13,,,,9.7
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,19,,,,8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,14,,,,9.1
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,18,,,,8.2
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,21,,,,7.8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,17,,,,8.3
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,CALIB,0,,21.21,21.21,
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,3,,,,17.59
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,15,,,,17.79
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,13,,,,17.51
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,4,,,,17.56
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,2,,,,17.79
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,6,,,,17.71
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,10,,,,17.54
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,1,,,,17.58
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,CALIB,0,,19,22.2,
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,0,C,,,
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,11,,,,17.51
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,14,,,,17.5
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,9,,,,17.52
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,5,,,,17.71
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,12,,,,17.51
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,8,,,,17.55
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,7,,,,17.72
8/23/2016,1000030,NLA12_ID-111,28-Jun-12,1,ID,PROF,0,,,,
8/23/2016,1000031,,,,,PROF,0,,,,
8/23/2016,1000031,,,,,PROF,1,,,,20.19
8/23/2016,1000031,,,,,PROF,2,,,,20.17
8/23/2016,1000031,,,,,PROF,3,,,,20.12
8/23/2016,1000031,,,,,PROF,4,,,,20.18
8/23/2016,1000031,,,,,PROF,40,,,,20.22
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,2,,,,24.13
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,5,,,,11.87
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,40,,,,24.16
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,0,Y,,,
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,1,,,,24.19
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,3,,,,18.89
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,4,,,,13.74
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,4,,,,26.2
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,1,,,,26.6
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,0,,,,
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,2,,,,26.4
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,12,,,,19.7
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,10,,,,23
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,3,,,,26.2
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,7,,,,24.4
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,15,,,,15.5
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,13,,,,17.2
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,CALIB,0,,19,19,
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,8,,,,23.9
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,18,,,,14.4
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,14,,,,16.3
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,11,,,,21.5
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,6,,,,24.7
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,17,,,,14.6
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,16,,,,15
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,5,,,,25.7
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,9,,,,23.5
8/23/2016,1000035,,,,,PROF,0,,,,
8/23/2016,1000035,,,,,PROF,1,,,,25.34
8/23/2016,1000035,,,,,PROF,2,,,,24.79
8/23/2016,1000035,,,,,PROF,3,,,,24.61
8/23/2016,1000035,,,,,PROF,4,,,,24.41
8/23/2016,1000035,,,,,PROF,5,,,,23.57
8/23/2016,1000035,,,,,PROF,40,,,,25.17
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,14,,,,6
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,11,,,,6.7
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,16,,,,5.9
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,CALIB,0,,19.77,19.77,
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,13,,,,6.2
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,2,,,,28.8
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,15,,,,5.9
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,0,,,,
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,12,,,,6.4
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,10,,,,7.3
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,1,,,,29.3
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,9,,,,8.3
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,5,,,,19.4
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,4,,,,24
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,8,,,,9.7
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,6,,,,15.1
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,7,,,,11.9
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,3,,,,27.5
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,CALIB,0,,25.2,25.2,
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,PROF,7,,,,17.7
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,PROF,1,,,,29.2
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,PROF,0,Y,,,
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,PROF,5,,,,25.3
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,PROF,2,,,,29.2
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,PROF,6,,,,21.6
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,PROF,4,,,,28.6
8/23/2016,1000043,NLA12_MI-151,9-Jul-12,1,MI,PROF,3,,,,29.2
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,7,,,,28
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,3,,,,28.8
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,9,,,,23.7
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,8,,,,25.8
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,6,,,,28.5
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,2,,,,29
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,0,,,,
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,1,,,,29.1
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,4,,,,28.8
8/23/2016,1000044,NLA12_WI-117,10-Jul-12,1,WI,PROF,5,,,,28.8
8/23/2016,1000045,,,,,PROF,0,,,,
8/23/2016,1000045,,,,,PROF,1,,,,23.29
8/23/2016,1000045,,,,,PROF,2,,,,22.87
8/23/2016,1000045,,,,,PROF,3,,,,22.72
8/23/2016,1000045,,,,,PROF,4,,,,22.44
8/23/2016,1000045,,,,,PROF,5,,,,21.82
8/23/2016,1000045,,,,,PROF,6,,,,20.51
8/23/2016,1000045,,,,,PROF,7,,,,19.9
8/23/2016,1000045,,,,,PROF,40,,,,23.42
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,6,,,,8.6
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,3,,,,26.5
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,1,,,,27.9
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,CALIB,0,,24.1,24.1,
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,0,Y,,,
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,7,,,,7.7
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,2,,,,27.9
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,8,,,,7.6
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,5,,,,11.6
8/23/2016,1000046,NLA12_MI-139,10-Jul-12,1,MI,PROF,4,,,,19.2
8/23/2016,1000047,NLA12_MI-124,10-Jul-12,1,MI,PROF,4,,,,28.1
8/23/2016,1000047,NLA12_MI-124,10-Jul-12,1,MI,PROF,0,Y,,,
8/23/2016,1000047,NLA12_MI-124,10-Jul-12,1,MI,PROF,5,,,,27.7
8/23/2016,1000047,NLA12_MI-124,10-Jul-12,1,MI,PROF,7,,,,28.9
