TSN,,Genus,,Species,,Variety,,,,,,,,,,,,,,,,,,
1003980,,Bacteriastrum,,parallelum,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2862,,191404,,0,6,220,No
1003981,,Chaetoceros,,contortus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,161421,,0,6,220,No
1003982,,Chaetoceros,,externus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,6/29/2016 14:55,2758,,161119,,0,6,220,No
1003983,,Chaetoceros,,protuberans,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,161109,,0,6,220,No
1003985,,Chaetoceros,,bulbosus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,191435,,0,6,220,No
1003986,,Chaetoceros,,frickei,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,6/29/2016 14:55,2758,,160692,,0,6,220,No
1003987,,Chaetoceros,,furcillatus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,160428,,0,6,220,No
1003988,,Chaetoceros,,hispidus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,161117,,0,6,220,No
1003989,,Chaetoceros,,imbricatus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,191429,,0,6,220,No
1003990,,Chaetoceros,,indicus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,160728,,0,6,220,No
1003991,,Chaetoceros,,ingolfianus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,162069,,0,6,220,No
1003992,,Chaetoceros,,pacificus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,6/29/2016 14:55,2758,,161108,,0,6,220,No
1003994,,Chaetoceros,,salsugineus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,184907,,0,6,220,No
1003995,,Chaetoceros,,tenuissimus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,162070,,0,6,220,No
1003996,,Chaetoceros,,seychellarus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,160728,,0,6,220,No
1003997,,Chaetoceros,,amanita,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,161113,,0,6,220,No
1003998,,Chaetoceros,,pseudobrevis,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,161140,,0,6,220,No
1003999,,Chaetoceros,,pseudoaurivilli,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,161108,,0,6,220,No
1004000,,Chaetoceros,,pseudosymmetricus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,162128,,0,6,220,No
1004001,,Chaetoceros,,minimus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,191426,,0,6,220,No
1004002,,Chaetoceros,,throndsenii,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,191427,,0,6,220,No
1004003,,Chaetoceros,,pachyceros,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,191414,,0,6,220,No
1004004,,Chaetoceros,,denticulatus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,161109,,0,6,220,No
1004005,,Chaetoceros,,filiferus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,160728,,0,6,220,No
1004006,,Chaetoceros,,adelianus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,162090,,0,6,220,No
1004007,,Chaetoceros,,baculites,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,162070,,0,6,220,No
1004009,,Chaetoceros,,sumatranus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,160728,,0,6,220,No
1004010,,Chaetoceros,,coronatus,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,161119,,0,6,220,No
1004011,,Chaetoceros,,neogracilis,,,,,N,accepted,,TWG standards met,,,0,6/29/2016 14:55,2758,,191428,,0,6,220,No
